Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
23100,2024-11-08 07:00:00,nan,nan,nan,nan,nan,nan,2191390.5000,5,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
23101,2024-11-08 07:05:00,0.006421,0.040045,0.028677,0.066845,3.476739,2.458880,512.8840,9999,0,1.00000omega,-0.011821 + -0.00223theta + -0.00198omega + 0.00012theta^2 + -0.00140theta omega + 0.00050omega^2 + 0.00000theta^3 + -0.00006theta^2 omega + -0.00042theta omega^2 + 0.00001omega^3,7.9e-5*omega**3 - 0.000111*omega**2*theta + 0.003101*omega**2 - 0.e-6*omega*theta**2 + 3.0e-6*omega*theta + 0.000202*omega - 6.0e-6*theta + 8.3e-5,3.779517e-04,6.465917e-06
23102,2024-11-08 07:10:00,0.004768,0.019669,0.014311,0.195727,11.805987,8.349240,96.8352,9999,0,1.00000omega,-0.052251 + -0.17713theta + -0.01543omega + -0.06072theta^2 + -0.01966theta omega + 0.00373omega^2 + -0.00222theta^3 + -0.00091theta^2 omega + 0.00118theta omega^2 + -0.00077omega^3,-0.002184*omega**3 + 0.000112*omega**2*theta + 0.001849*omega**2 - 3.0e-6*omega*theta**2 - 0.000238*omega*theta - 0.001896*omega - 2.5e-5*theta**2 - 0.000486*theta - 0.002308,4.347001e-04,1.629356e-05
23103,2024-11-08 07:15:00,0.022363,0.179095,0.127623,0.097239,7.041077,4.979268,2167.7639,9999,0,1.00000omega,0.030901 + -0.01389theta + -0.01542omega + 0.00073theta^2 + 0.00297theta omega + 0.00025omega^2 + 0.00001theta^3 + -0.00009theta^2 omega + -0.00067theta omega^2 + -0.00228omega^3,-0.00616*omega**3 - 6.0e-5*omega**2*theta - 0.001713*omega**2 + 1.4e-5*omega*theta + 0.000129*omega + 2.0e-6*theta - 0.000103,3.689732e-04,7.947082e-06
23104,2024-11-08 07:20:00,nan,nan,nan,nan,nan,nan,50758.3086,1514,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
23105,2024-11-08 07:25:00,0.004424,0.015192,0.011188,0.076444,6.250631,4.420194,173.2041,7902,5,1.00000omega,0.009631 + -0.01029theta + -0.04417omega + 0.00100theta^2 + 0.00357theta omega + 0.00733omega^2 + 0.00011theta^3 + -0.00054theta^2 omega + -0.00128theta omega^2 + 0.00036omega^3,0.002077*omega**3 - 0.000246*omega**2*theta - 0.000487*omega**2 - 3.0e-6*omega*theta**2 - 5.2e-5*omega*theta - 0.00147*omega + 2.0e-6*theta**2 + 1.9e-5*theta + 4.3e-5,nan,nan
23106,2024-11-08 07:30:00,0.004959,0.011226,0.008678,0.101149,12.589719,8.902563,198.8835,9777,0,1.00000omega,-0.000611 + -0.01064theta + -0.00129omega + 0.00008theta^2 + -0.00289theta omega + -0.01362omega^2 + -0.00102theta^3 + 0.00023theta^2 omega + 0.00130theta omega^2 + -0.00138omega^3,-0.007435*omega**3 + 0.000233*omega**2*theta - 0.007024*omega**2 + 1.0e-6*omega*theta**2 - 5.6e-5*omega*theta + 0.000215*omega + 3.0e-6*theta**2 - 3.0e-5*theta + 9.4e-5,1.370625e-04,1.318574e-05
23107,2024-11-08 07:35:00,0.004347,0.012210,0.009164,0.068542,6.298563,4.454020,225.1713,9999,3,1.00000omega,-0.012561 + -0.00331theta + -0.01015omega + 0.00003theta^2 + 0.00302theta omega + -0.02811omega^2 + -0.00002theta^3 + -0.00071theta^2 omega + 0.00071theta omega^2 + -0.01929omega^3,-0.150325*omega**3 + 0.000184*omega**2*theta - 0.01709*omega**2 - 6.0e-6*omega*theta**2 + 0.000236*omega*theta - 0.002488*omega - 8.0e-6*theta + 5.1e-5,2.044244e-04,1.158747e-05
23108,2024-11-08 07:40:00,0.003597,0.011913,0.008799,0.080503,4.624475,3.270493,146.7958,9999,0,1.00000omega,-0.009691 + 0.00722theta + -0.11585omega + -0.00682theta^2 + 0.00689theta omega + -0.00201omega^2 + 0.00007theta^3 + -0.00077theta^2 omega + 0.00829theta omega^2 + 0.00071omega^3,0.005275*omega**3 + 0.002053*omega**2*theta - 0.020195*omega**2 - 6.0e-6*omega*theta**2 + 0.000233*omega*theta - 0.005486*omega - 4.0e-6*theta**2 + 8.4e-5*theta - 0.000442,2.036357e-04,1.042432e-05
23109,2024-11-08 07:45:00,nan,nan,nan,nan,nan,nan,258.0144,4912,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
23110,2024-11-08 07:50:00,0.003850,0.022278,0.015987,0.088425,11.418682,8.074470,128.6932,9999,0,1.00000omega,-0.034961 + -0.00087theta + 0.00007omega + 0.00001theta^2 + 0.00658theta omega + -0.00901omega^2 + 0.00003theta^3 + -0.00058theta^2 omega + 0.00392theta omega^2 + -0.00254omega^3,-0.014124*omega**3 + 0.000727*omega**2*theta - 0.011675*omega**2 - 4.0e-6*omega*theta**2 + 0.000171*omega*theta - 0.001423*omega + 1.0e-6*theta - 8.7e-5,3.128386e-04,1.065316e-05
23111,2024-11-08 07:55:00,nan,nan,nan,nan,nan,nan,6876.4375,863,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
