Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
52140,2025-02-21 16:50:00,0.003574,0.004301,0.003954,nan,nan,nan,96.0908,7141,0,1.00000omega,-0.188991 + -0.02211theta + 0.00732omega + 0.12819theta^2 + -0.00007theta omega + -0.26564omega^2 + -0.08938theta^3 + 0.01618theta^2 omega + 0.11290theta omega^2 + -0.01317omega^3,-0.067092*omega**3 + 0.019172*omega**2*theta + 0.017542*omega**2 + 9.2e-5*omega*theta**2 + 0.001212*omega*theta + 0.004257*omega - 1.7e-5*theta**3 - 0.000276*theta**2 - 0.001467*theta - 0.003,7.278429e-05,1.069334e-05
52141,2025-02-21 16:55:00,0.003827,0.004153,0.003993,0.077469,2.618603,1.852442,161.1947,7765,0,1.00000omega,0.361781 + -0.04066theta + 0.12673omega + 0.01456theta^2 + -0.01019theta omega + -0.33491omega^2 + -0.02253theta^3 + 0.01911theta^2 omega + 0.04668theta omega^2 + -0.09206omega^3,-0.678119*omega**3 + 0.011462*omega**2*theta - 0.273595*omega**2 + 0.000156*omega*theta**2 - 0.003106*omega*theta + 0.0196*omega - 6.0e-6*theta**3 + 0.000181*theta**2 - 0.001822*theta + 0.007034,9.225615e-05,1.080455e-05
52142,2025-02-21 17:00:00,0.002936,0.007096,0.005430,0.088264,6.535762,4.621903,78.8880,8771,0,1.00000omega,0.025921 + -0.05888theta + -0.15506omega + 0.07080theta^2 + 0.01191theta omega + -0.07160omega^2 + -0.01511theta^3 + 0.03261theta^2 omega + 0.00505theta omega^2 + -0.03888omega^3,-0.234234*omega**3 + 0.001014*omega**2*theta - 0.040268*omega**2 + 0.000218*omega*theta**2 - 0.003344*omega*theta + 0.007605*omega - 3.0e-6*theta**3 + 0.000117*theta**2 - 0.001293*theta + 0.004657,3.091161e-04,1.240422e-05
52143,2025-02-21 17:05:00,nan,nan,nan,nan,nan,nan,3761.2136,1935,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
52144,2025-02-21 17:10:00,0.003048,0.003991,0.003551,0.079512,4.786091,3.384745,92.3272,8504,0,1.00000omega,0.009331 + 0.05622theta + -0.57322omega + 0.04302theta^2 + 0.09137theta omega + 0.23408omega^2 + -0.06101theta^3 + -0.07365theta^2 omega + 0.18443theta omega^2 + 0.08530omega^3,0.575267*omega**3 + 0.04146*omega**2*theta - 0.25104*omega**2 - 0.000552*omega*theta**2 + 0.011082*omega*theta - 0.073796*omega - 1.5e-5*theta**3 + 0.000422*theta**2 - 0.003819*theta + 0.01135,1.124785e-04,8.803935e-06
52145,2025-02-21 17:15:00,0.003346,0.004473,0.003950,0.165877,6.473657,4.579069,92.8831,7000,0,1.00000omega,-0.142761 + -0.20204theta + -0.00424omega + 0.19848theta^2 + -0.07400theta omega + -0.11464omega^2 + -0.06094theta^3 + 0.03751theta^2 omega + -0.01622theta omega^2 + 0.01267omega^3,0.069885*omega**3 - 0.002982*omega**2*theta - 0.065115*omega**2 + 0.00023*omega*theta**2 + 0.001403*omega*theta + 0.000782*omega - 1.2e-5*theta**3 - 0.000105*theta**2 - 0.000282*theta - 0.000771,1.732882e-04,1.159497e-05
52146,2025-02-21 17:20:00,nan,nan,nan,nan,nan,nan,946.3964,2700,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
52147,2025-02-21 17:25:00,0.003961,0.023607,0.016926,0.064617,7.816578,5.527344,398.4678,9999,0,1.00000omega,-0.010621 + -0.00192theta + -0.00911omega + -0.00093theta^2 + -0.00162theta omega + 0.00699omega^2 + -0.00010theta^3 + -0.00067theta^2 omega + -0.00149theta omega^2 + 0.00386omega^3,0.062119*omega**3 - 0.000799*omega**2*theta + 0.01506*omega**2 - 1.2e-5*omega*theta**2 + 0.000258*omega*theta - 0.001665*omega + 1.0e-6*theta**2 - 1.1e-5*theta + 8.0e-6,2.327501e-04,6.982330e-06
52148,2025-02-21 17:30:00,0.003543,0.012614,0.009264,0.083575,1.861554,1.317644,42.1449,8861,0,1.00000omega,0.103551 + 0.01361theta + -0.04112omega + -0.15042theta^2 + 0.33673theta omega + 0.19178omega^2 + -0.14939theta^3 + 0.19948theta^2 omega + 0.09631theta omega^2 + -0.23326omega^3,-0.540857*omega**3 + 0.007444*omega**2*theta + 0.038365*omega**2 + 0.000514*omega*theta**2 + 0.001056*omega*theta - 0.005565*omega - 1.3e-5*theta**3 + 3.1e-5*theta**2 + 4.7e-5*theta + 0.0003,3.253952e-04,1.604240e-05
52149,2025-02-21 17:35:00,nan,nan,nan,nan,nan,nan,20101.1621,896,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
