Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
73920,2025-05-08 16:40:00,0.004149,0.005153,0.004678,nan,nan,nan,123.4054,8018,0,1.00000omega,0.040941 + 0.05508theta + 0.20001omega + -0.08023theta^2 + 0.20905theta omega + 0.06426omega^2 + -0.07378theta^3 + 0.02430theta^2 omega + 0.12716theta omega^2 + -0.00075omega^3,-0.003625*omega**3 + 0.020486*omega**2*theta - 0.150717*omega**2 + 0.00013*omega*theta**2 + 0.000548*omega*theta - 0.007744*omega - 1.3e-5*theta**3 + 0.000306*theta**2 - 0.002264*theta + 0.005378,1.043389e-04,1.212850e-05
73921,2025-05-08 16:45:00,0.005190,0.005680,0.005440,nan,nan,nan,118.3083,6471,0,1.00000omega,-0.063171 + -0.96227theta + 0.02634omega + -0.36411theta^2 + 1.00404theta omega + 0.06388omega^2 + -0.45984theta^3 + -0.04487theta^2 omega + 0.02170theta omega^2 + 0.04506omega^3,0.135071*omega**3 + 0.002168*omega**2*theta + 0.008883*omega**2 - 0.000149*omega*theta**2 + 0.012138*omega*theta - 0.058371*omega - 5.1e-5*theta**3 + 0.000671*theta**2 - 0.003902*theta + 0.009121,1.805903e-04,1.603575e-05
73922,2025-05-08 16:50:00,0.005580,0.004797,0.005203,nan,nan,nan,247.0885,5994,0,1.00000omega,-0.555851 + -0.50179theta + 0.07329omega + 0.05087theta^2 + -0.40590theta omega + -0.20625omega^2 + -0.19881theta^3 + 0.06275theta^2 omega + -0.04996theta omega^2 + 0.13320omega^3,0.703537*omega**3 - 0.008796*omega**2*theta - 0.112133*omega**2 + 0.000368*omega*theta**2 - 0.003534*omega*theta - 0.010957*omega - 3.9e-5*theta**3 - 0.000316*theta**2 - 0.001407*theta - 0.003851,1.955865e-04,1.325472e-05
73923,2025-05-08 16:55:00,0.004438,0.005225,0.004847,0.668784,47.122965,33.324324,168.2722,6984,0,1.00000omega,-0.068591 + -0.30684theta + -0.04018omega + 0.13575theta^2 + 0.00153theta omega + -0.00688omega^2 + -0.00041theta^3 + 0.00134theta^2 omega + -0.01434theta omega^2 + -0.00571omega^3,-0.031936*omega**3 - 0.002673*omega**2*theta + 0.014898*omega**2 + 8.0e-6*omega*theta**2 - 8.9e-5*omega*theta - 0.001114*omega + 6.7e-5*theta**2 - 0.001223*theta + 0.005037,1.514719e-04,1.499192e-05
73924,2025-05-08 17:00:00,0.004550,0.007206,0.006026,0.183178,7.577017,5.359325,87.8176,6481,0,1.00000omega,0.006591 + -0.24406theta + -0.03372omega + -0.00580theta^2 + -0.04408theta omega + -0.19724omega^2 + -0.06552theta^3 + -0.00772theta^2 omega + -0.01117theta omega^2 + -0.02267omega^3,-0.064195*omega**3 - 0.001054*omega**2*theta - 0.063705*omega**2 - 2.4e-5*omega*theta**2 - 0.000595*omega*theta - 0.002665*omega - 7.0e-6*theta**3 - 6.3e-5*theta**2 - 0.000462*theta - 0.000968,2.559815e-04,1.895737e-05
73925,2025-05-08 17:05:00,0.004958,0.005062,0.005010,nan,nan,nan,142.9042,6953,0,1.00000omega,-0.130281 + -0.30626theta + -0.05835omega + 0.05729theta^2 + 0.42943theta omega + 0.27973omega^2 + -0.10207theta^3 + -0.00411theta^2 omega + 0.01098theta omega^2 + 0.00566omega^3,0.022428*omega**3 + 0.00145*omega**2*theta + 0.100718*omega**2 - 1.8e-5*omega*theta**2 + 0.005226*omega*theta - 0.005349*omega - 1.5e-5*theta**3 + 5.2e-5*theta**2 - 0.00039*theta - 0.000162,1.300118e-04,1.077085e-05
73926,2025-05-08 17:10:00,0.003470,0.004687,0.004124,nan,nan,nan,72.4724,6945,0,1.00000omega,-0.042071 + -0.29078theta + 0.04962omega + -0.00999theta^2 + -0.00511theta omega + 0.00184omega^2 + -0.01755theta^3 + 0.03190theta^2 omega + 0.02247theta omega^2 + 0.01235omega^3,0.049364*omega**3 + 0.002994*omega**2*theta - 0.021751*omega**2 + 0.000142*omega*theta**2 - 0.002184*omega*theta + 0.010066*omega - 3.0e-6*theta**3 + 5.4e-5*theta**2 - 0.0007*theta + 0.003156,1.341561e-04,1.686815e-05
73927,2025-05-08 17:15:00,0.004263,0.007375,0.006024,0.148272,6.942993,4.910557,141.5818,7653,0,1.00000omega,0.225761 + -0.12347theta + -0.00383omega + -0.00517theta^2 + -0.11830theta omega + -0.00453omega^2 + -0.02578theta^3 + 0.01609theta^2 omega + -0.00075theta omega^2 + -0.01508omega^3,-0.078471*omega**3 - 0.00013*omega**2*theta - 0.000766*omega**2 + 9.3e-5*omega*theta**2 - 0.003245*omega*theta + 0.020921*omega - 5.0e-6*theta**3 + 0.000126*theta**2 - 0.001202*theta + 0.004782,1.379489e-04,1.186441e-05
73928,2025-05-08 17:20:00,0.003978,0.005683,0.004905,nan,nan,nan,76.4233,7537,1,1.00000omega,-0.717161 + -1.57291theta + 0.30550omega + 0.54512theta^2 + -0.19268theta omega + -0.01689omega^2 + 0.01157theta^3 + 0.16426theta^2 omega + -0.05064theta omega^2 + 0.01639omega^3,0.05405*omega**3 - 0.005567*omega**2*theta + 0.006749*omega**2 + 0.000602*omega*theta**2 - 0.0048*omega*theta + 0.017869*omega + 1.0e-6*theta**3 + 0.000191*theta**2 - 0.002618*theta + 0.002446,5.923595e-05,1.617869e-05
73929,2025-05-08 17:25:00,nan,nan,nan,nan,nan,nan,6181.8838,1324,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
